처리시설명,처리시설코드,구분,시도,시군구,읍면동,리,행정구역코드,시설용량(㎥/일)_물리적,시설용량(㎥/일)_생물학적,시설용량(㎥/일)_고도,시설용량 합,처리공정_전처리,처리공정_1차,처리공정_2차,처리공정_3차,가동개시일자,가동율(%),가동일수,방류수수질적용기준지역구분,재이용량(㎥/일)_계,재이용량(㎥/일)_조경수,재이용량(㎥/일)_세척수(축봉수포함),재이용량(㎥/일)_공정재이용,재이용량(㎥/일)_기타
대사금천소규모공공하수처리시설,487300V13,가동중,경상남도,함안군,함안면,대산리,4873031024,,,45,45,,,,SMMIAR공법,2006-12-01,53,365,,0,,,,
함안영담마을하수도,487300V24,가동중,경상남도,함안군,함안면,강명리,4873031025,,,25,25,,접촉산화,,,2004-01-01,24,365,,0,,,,
함안파수농공단지폐수종말처리장,487300A03,가동중,경상남도,함안군,함안면,파수리,4873031026,,500,,500,,부상분리,활성오니,,2004-01-01,62,365,,0,,,,
함안군북농공단지폐수종말처리장,487300A01,가동중,경상남도,함안군,군북면,덕대리,4873032021,,500,,500,,,,,,100,92,,0,,,,
함안군북하수종말처리장,487300W03,가동중,경상남도,함안군,군북면,중암리,4873032022,,,700,700,,,,,2011-01-01,60,365,,0,,,,
정암소규모공공하수처리시설,487300V10,가동중,경상남도,함안군,군북면,월촌리,4873032032,,,100,100,,,,SMMIAR공법,2005-11-01,50.6,365,,0,,,,
함안월촌소규모공공하수처리시설,487300V26,가동중,경상남도,함안군,군북면,월촌리,4873032032,,,200,200,,,,SMMIAR공법,2007-01-01,36.3,365,,0,,,,
함안우거마을하수도,487300V23,가동중,경상남도,함안군,법수면,우거리,4873033022,,,90,90,,,고효율오수처리시설,,1999-09-07,100,365,,0,,,,
함안부동마을하수도,487300V04,가동중,경상남도,함안군,법수면,윤내리,4873033023,,16,,16,,,SBR공법,,2003-07-03,17.2,365,,0,,,,
악양소규모공공하수처리시설,487300V14,가동중,경상남도,함안군,법수면,윤외리,4873033024,,30,,30,,,,SNR공법,1996-12-30,38.7,365,,0,,,,
독산소규모공공하수처리시설,487300V07,가동중,경상남도,함안군,법수면,주물리,4873033025,,30,,30,,,자연정화법,,1999-05-01,100,365,,0,,,,
사평소규모공공하수처리시설,487300V15,가동중,경상남도,함안군,법수면,주물리,4873033025,,,30,30,,,CBT공법,,2002-04-15,41.8,365,,0,,,,
대평소규모공공하수처리시설,487300V27,신설,경상남도,함안군,법수면,대송리,4873033026,,,60,60,,,자연정화법,,2011-12-09,100,365,,0,,,,
함안백산마을하수도,487300V05,가동중,경상남도,함안군,법수면,백산리,4873033027,,,50,50,,,,SMMIAR공법,2006-07-01,55,365,,0,,,,
평기소규모공공하수처리시설,487300V16,가동중,경상남도,함안군,대산면,하기리,4873034025,,,40,40,협잡물처리,,,SBR공법,2005-08-24,85.7,365,,18,,5,1,12
함안대산하수종말처리장,487300W02,가동중,경상남도,함안군,대산면,구혜리,4873034027,,,600,600,침사지,1차침전,MLE공법,"가압부상, 사여과, 오존산화",1997-01-01,19.4,365,,382,,365,,17
함안칠서산업단지폐수종말처리장,487300I01,가동중,경상남도,함안군,칠서면,계내리,4873035027,,"140,000",,"140,000",협잡물처리,,,선회와류식 SBR공법,2005-12-21,58.7,365,,5,,,,5
함안칠서이룡마을하수도,487300V09,가동중,경상남도,함안군,칠서면,이룡리,4873035029,,,300,300,,,고효율오수처리시설,,2004-05-21,100,365,,0,,,,
남양마을하수도,487300V03,가동중,경상남도,함안군,칠북면,덕남리,4873036022,,80,,80,,,,고효율오수처리시설,2004-10-01,109.8,365,,0,,,,
임촌소규모공공하수처리시설,487300V11,가동중,경상남도,함안군,산인면,입곡리,4873038021,,,30,30,,,,SMMIAR공법,2008-07-01,87.9,365,,0,,,,
함안갈전마을하수도,487300V22,가동중,경상남도,함안군,산인면,신산리,4873038022,,,45,45,,,,고효율오수처리시설,2004-10-01,80.5,365,,0,,,,
함안하송마을하수도,487300V01,가동중,경상남도,함안군,산인면,송정리,4873038024,,60,,60,,,고효율오수처리시설,,2002-01-09,130.4,365,,0,,,,
상송소규모공공하수처리시설,487300V12,가동중,경상남도,함안군,산인면,송정리,4873038024,,,45,45,,,고효율오수처리시설,,2003-07-03,38.9,365,,0,,,,
함안양촌마을하수도,487300V02,가동중,경상남도,함안군,여항면,외암리,4873039021,,30,,30,,,,JASSFR공법,2006-10-01,79.7,365,,0,,,,
내곡소규모공공하수처리시설,487300V17,가동중,경상남도,함안군,여항면,내곡리,4873039022,,,40,40,,,,,2010-04-30,100,365,,0,,,,
도야마을하수도,487400V35,가동중,경상남도,창녕군,창녕읍,하리,4874025029,,75,,75,,,,,2009-09-30,100,365,,0,,,,
노단이공공하수도,487400V29,가동중,경상남도,창녕군,창녕읍,옥천리,4874025035,,10,,10,,,,,,100,365,,0,,,,
남지분뇨처리장,487400F01,가동중,경상남도,창녕군,남지읍,남지리,4874025321,,50,,50,,,,,,100,365,,0,,,,
남지하수종말처리장,487400W03,가동중,경상남도,창녕군,남지읍,남지리,4874025321,,,"5,250","5,250",,,,,,100,365,,0,,,,
고곡마을하수도,487400V01,가동중,경상남도,창녕군,남지읍,고곡리,4874025328,,50,,50,,,,,,100,365,,0,,,,
칠현마을하수도,487400V08,가동중,경상남도,창녕군,남지읍,칠현리,4874025331,,,40,40,,,,,,100,306,,0,,,,
중대마을하수처리시설,487400V31,가동중,경상남도,창녕군,고암면,중대리,4874031021,,,350,350,,,,,,100,365,,0,,,,
정녕2구마을하수도,487400V09,가동중,경상남도,창녕군,성산면,정녕리,4874032022,,35,,35,,,,,,100,365,,0,,,,
대견마을하수도,487400V14,가동중,경상남도,창녕군,성산면,대견리,4874032023,,60,,60,,,,,,100,365,,0,,,,
창녕월곡마을하수도,487400V13,가동중,경상남도,창녕군,성산면,대산리,4874032025,,30,,30,,,,,,100,306,,0,,,,
십이리마을하수처리시설,487400V34,가동중,경상남도,창녕군,대합면,십이리,4874033021,,,160,160,,,,,,100,365,,0,,,,
창녕신안마을하수도,487400V27,가동중,경상남도,창녕군,대합면,등지리,4874033022,,,100,100,,,,,,100,365,,0,,,,
소야마을하수도,487400V26,가동중,경상남도,창녕군,대합면,소야리,4874033025,,,45,45,,,,,,100,365,,0,,,,
평지마을하수도,487400V11,가동중,경상남도,창녕군,대합면,평지리,4874033029,,,70,70,,,,,,100,365,,0,,,,
모지마을하수도,487400V16,가동중,경상남도,창녕군,대합면,평지리,4874033029,,65,,65,,,,,,100,306,,0,,,,
도개마을하수처리시설,487400V32,가동중,경상남도,창녕군,대합면,도개리,4874033030,,,90,90,,,,,,100,365,,0,,,,
이방문화마을하수도,487400V15,가동중,경상남도,창녕군,이방면,현창리,4874034024,,102,,102,,,,,,100,306,,0,,,,
옥야마을하수처리시설,487400V30,가동중,경상남도,창녕군,이방면,거남리,4874034030,,,180,180,,,,,,100,365,,0,,,,
창녕마등마을하수도,487400V22,가동중,경상남도,창녕군,유어면,부곡리,4874035021,,45,,45,,,,,,100,365,,0,,,,
창녕대대공공하수도,487400V28,가동중,경상남도,창녕군,유어면,대대리,4874035025,,,70,70,,,,,,100,365,,0,,,,
창녕진창마을하수도,487400V23,가동중,경상남도,창녕군,유어면,진창리,4874035027,,,45,45,,,,,,100,306,,0,,,,
창녕모산마을하수처리시설,487400V33,가동중,경상남도,창녕군,대지면,모산리,4874036021,,,70,70,,,,,,100,365,,0,,,,
석동마을하수도,487400V17,가동중,경상남도,창녕군,대지면,석리,4874036023,,60,,60,,,,,,100,365,,0,,,,
창녕김천마을하수도,487400V19,가동중,경상남도,창녕군,대지면,석리,4874036023,,35,,35,,,,,,100,365,,0,,,,
창녕하수종말처리장,487400W01,가동중,경상남도,창녕군,대지면,구미리,4874036027,,,"6,000","6,000",,,,,,100,365,,0,,,,
계교마을하수도,487400V10,가동중,경상남도,창녕군,계성면,계성리,4874037024,,150,,150,,,,,,100,365,,0,,,,
적지마을하수도,487400V07,가동중,경상남도,창녕군,영산면,구계리,4874038022,,20,,20,,,,,,100,365,,0,,,,
성내마을하수도,487400V05,가동중,경상남도,창녕군,영산면,성내리,4874038024,,,21,21,,,,,,100,365,,0,,,,
월령마을하수도,487400V25,가동중,경상남도,창녕군,영산면,월령리,4874038028,,,48,48,,,,,,100,365,,0,,,,
강리마을하수도,487400V24,가동중,경상남도,창녕군,장마면,강리,4874039021,,,48,48,,,,,,,,,,,,,
도천마을하수도,487400V04,가동중,경상남도,창녕군,도천면,도천리,4874040021,,,280,280,,,,,,100,365,,0,,,,
길곡증산마을하수도,487400V02,가동중,경상남도,창녕군,길곡면,증산리,4874041021,,135,,135,,,,,,100,365,,0,,,,
창녕부곡하수종말처리장,487400W02,가동중,경상남도,창녕군,부곡면,사창리,4874042023,,"13,000",,"13,000",,,,,,100,365,,0,,,,
노리마을하수도,487400V03,가동중,경상남도,창녕군,부곡면,노리,4874042026,,40,,40,,,,,,100,365,,0,,,,
창녕후포마을하수도,487400V21,가동중,경상남도,창녕군,부곡면,학포리,4874042027,,,30,30,,,,,,100,365,,0,,,,
창녕구산마을하수도,487400V12,가동중,경상남도,창녕군,부곡면,구산리,4874042028,,99,,99,,,,,,100,365,,0,,,,
수다마을하수도,487400V06,가동중,경상남도,창녕군,부곡면,수다리,4874042030,,,100,100,침사지,,산화구개량공법,"탈질,탈인",2002-12-31,71.4,365,,8993,,493,,8500
고성하수종말처리장,488200W01,가동중,경상남도,고성군,고성읍,송학리,4882025025,,,"13,000","13,000",침전분리,혐기성조,혐기성접촉폭기조,SNR공법,2009-11-25,56.3,365,,0,,,,
고성장계마을하수도,488200V13,가동중,경상남도,고성군,고성읍,우산리,4882025031,,,30,30,침전분리조,호기조,습지조,SNR공법,2008-02-01,283.6,365,,0,,,,
죽동간이오수처리시설마을하수도,488200V07,가동중,경상남도,고성군,고성읍,죽계리,4882025032,,,49,49,,,,,,65.5,,,0,,,,
고성율대농공단지폐수종말처리장,488200A01,가동중,경상남도,고성군,고성읍,율대리,4882025033,,"1,000",,"1,000",침전분리,침전지,B3공법,,2008-02-01,69.5,365,,0,,,,
신부간이오수처리시설마을하수도,488200V05,가동중,경상남도,고성군,고성읍,신월리,4882025035,,40,,40,,,,,,73.3,365,,0,,,,
삼산두포문화공공하수도,488200V21,가동중,경상남도,고성군,삼산면,두포리,4882031022,,,70,70,침전분리조,호기조,습지조,SNR공법,2008-02-01,140,365,,0,,,,
고성용호마을하수도,488200V12,가동중,경상남도,고성군,삼산면,미룡리,4882031023,,,55,55,침전분리조,호기조,습지조,SNR공법,2009-11-25,133,365,,0,,,,
하일임포공공하수도,488200V20,가동중,경상남도,고성군,하일면,학림리,4882032021,,,200,200,침전분리,혐기성조,혐기성접촉폭기조,,2009-11-25,71.8,365,,0,,,,
덕명간이오수처리시설마을하수도,488200V06,가동중,경상남도,고성군,하이면,덕명리,4882033022,,45,,45,,,,,,43.1,365,,0,,,,
고성제전마을하수도,488200V14,가동중,경상남도,고성군,하이면,덕명리,4882033022,,,50,50,침전분리,침전지,B3공법,,2008-02-01,70.2,365,,0,,,,
고성상리마을하수도,488200V16,가동중,경상남도,고성군,상리면,척번정리,4882034021,,70,,70,침전분리조,호기조,습지조,SNR공법,2008-10-08,244,365,,0,,,,
고성삼계마을하수도,488200V15,가동중,경상남도,고성군,대가면,유흥리,4882035024,,,80,80,침전분리조,호기조,습지조,SNR공법,2008-02-01,87.2,365,,0,,,,
고성봉림마을하수도,488200V10,가동중,경상남도,고성군,영현면,봉림리,4882036026,,,55,55,침전분리조,호기조,습지조,SNR공법,2008-02-01,293,365,,0,,,,
고성오동마을하수도,488200V11,가동중,경상남도,고성군,영오면,오서리,4882037022,,,90,90,침전분리조,호기조,습지조,SNR공법,2008-02-01,67.2,365,,0,,,,
고성낙안마을하수도,488200V08,가동중,경상남도,고성군,영오면,영산리,4882037024,,,110,110,침전분리,호기조,습지조,SNR공법,2008-02-01,120,365,,0,,,,
고성생곡마을하수도,488200V04,가동중,경상남도,고성군,영오면,성곡리,4882037025,,,49,49,침전분리조,호기조,습지조,SNR공법,2009-12-16,63,365,,0,,,,
구만낙동공공하수도,488200V19,가동중,경상남도,고성군,구만면,광덕리,4882039026,,,100,100,침사조,유량조정조,활성오니,SBR반응조,2010-08-30,72.8,365,IV,0,,,,
회화배둔하수처리장,488200W02,가동중,경상남도,고성군,회화면,배둔리,4882040021,,,"1,000","1,000",침전분리,혐기성조,혐기성접촉폭기법,SNR,2009-12-16,50.4,365,,0,,,,
고성녹명마을하수도,488200V01,가동중,경상남도,고성군,회화면,녹명리,4882040026,,,50,50,침전분리조,호기조,습지조,SNR공법,2009-12-16,132,365,,0,,,,
고성법진마을하수도,488200V03,가동중,경상남도,고성군,마암면,화산리,4882041024,,,40,40,침전분리조,호기조,습지조,SNR공법,2009-11-25,69.5,365,,0,,,,
동해장기공공하수도,488200V18,가동중,경상남도,고성군,동해면,장기리,4882042021,,,130,130,침전분리,호기조,습지조,SNR공법,2009-12-16,56.8,365,,0,,,,
고성대천마을하수도,488200V09,가동중,경상남도,고성군,동해면,외산리,4882042023,,,40,40,,,,,,25.6,365,,0,,,,
내산전원공공하수도,488200V22,가동중,경상남도,고성군,동해면,내산리,4882042024,,,25,25,침전분리,호기조,습지조,SNR공법,2008-10-08,71,365,,0,,,,
고성봉암마을하수도,488200V02,가동중,경상남도,고성군,동해면,봉암리,4882042027,,,110,110,침전분리조,호기조,습지조,SNR공법,2009-11-25,221,365,,0,,,,
거류신은공공하수도,488200V17,가동중,경상남도,고성군,거류면,은월리,4882043027,,,130,130,침사지,,"접촉, 폭기",,2006-02-21,74,365,,0,,,,
남해군분뇨처리시설,488400F01,가동중,경상남도,남해군,남해읍,남변리,4884025023,,50,,50,침사지,,산화구,탈인탈질,2001-04-06,104,365,,1935,1500,422,13,
남해하수종말처리장,488400W01,가동중,경상남도,남해군,남해읍,남변리,4884025023,,"5,600",,"5,600",,스크린,"배양, 혐기, 폭기",탈인탈질,2004-10-06,58,365,,0,,,,
남해토촌마을하수도,488400V30,가동중,경상남도,남해군,남해읍,입현리,4884025030,,,48,48,침전분리,,접촉폭기,탈인탈질,2012-01-01,183,365,,0,,,,
초음(다천)마을하수도,488400V48,신설,경상남도,남해군,이동면,다정리,4884031021,,,90,90,침사지,,회분식,탈인탈질,2008-08-21,68,365,,0,,,,
이동면하수종말처리장,488400W03,가동중,경상남도,남해군,이동면,무림리,4884031024,,,600,600,,,접촉폭기,탈인탈질,2002-02-05,88,365,,0,,,,
남해신전마을하수도,488400V01,가동중,경상남도,남해군,이동면,신전리,4884031025,,,50,50,,스크린,"혐기,폭기",탈인탈질,2007-09-27,84,365,,0,,,,
금평마을하수도,488400V35,가동중,경상남도,남해군,이동면,신전리,4884031025,,,45,45,,,Simmar반응,탈인탈질,1998-03-10,56,365,,0,,,,
화계마을하수도,488400V02,가동중,경상남도,남해군,이동면,화계리,4884031026,,,80,80,,,접촉폭기,탈인탈질,2000-01-31,91,365,,0,,,,
용소마을하수도,488400V03,가동중,경상남도,남해군,이동면,용소리,4884031027,,,110,110,,,접촉폭기,탈인탈질,1998-02-23,57,365,,0,,,,
소량마을하수도,488400V04,가동중,경상남도,남해군,상주면,양아리,4884032021,,,40,40,,,Simmar반응,탈인탈질,2009-06-24,81,365,,0,,,,
두모마을하수도,488400V43,가동중,경상남도,남해군,상주면,양아리,4884032021,,,55,55,,스크린,"배양, 혐기, 폭기",탈인탈질,2008-03-16,67,365,,0,,,,
금포마을하수도,488400V36,가동중,경상남도,남해군,상주면,상주리,4884032022,,,55,55,침사지,,회분식,탈인탈질,2006-08-18,91,365,,0,,,,
상주면하수종말처리장,488400W02,가동중,경상남도,남해군,상주면,상주리,4884032022,,,600,600,,,생흡착,탈인탈질,2003-08-30,45,365,,0,,,,
영지마을하수도,488400V25,가동중,경상남도,남해군,삼동면,영지리,4884033021,,,100,100,침사지,,Simmar반응,탈인탈질,2009-05-11,75,365,,0,,,,
삼동금송공공하수도,488400V40,가동중,경상남도,남해군,삼동면,금송리,4884033023,,,450,450,침전분리,,갈대수초,탈인탈질,2009-06-24,106,365,,0,,,,
남해봉화마을하수도,488400V44,가동중,경상남도,남해군,삼동면,봉화리,4884033025,,,30,30,침전분리,스크린,접촉폭기,탈인탈질,2001-03-30,26,365,,0,,,,
물건마을하수도,488400V05,가동중,경상남도,남해군,삼동면,물건리,4884033026,,,100,100,침사지,,회분식,탈인탈질,2008-12-31,50,365,,0,,,,
은점마을하수도,488400V06,가동중,경상남도,남해군,삼동면,물건리,4884033026,,,100,100,침전분리,스크린,접촉폭기,탈인탈질,1999-03-08,67,365,,0,,,,
미조면하수종말처리장,488400W04,가동중,경상남도,남해군,미조면,미조리,4884034022,,,650,650,,스크린,접촉폭기,탈인탈질,1997-03-31,62,365,,0,,,,
석교마을하수도,488400V07,가동중,경상남도,남해군,남면,석교리,4884035022,,,40,40,,스크린,"혐기, 폭기, 무산소",탈인탈질,2007-09-19,74,365,,0,,,,
남해가천마을하수도,488400V29,가동중,경상남도,남해군,남면,홍현리,4884035023,,,40,40,,스크린,"혐기,폭기, 무산소",탈인탈질,2007-11-07,92,365,,0,,,,
남해홍현마을하수도,488400V34,가동중,경상남도,남해군,남면,홍현리,4884035023,,,55,55,,,접촉폭기,탈인탈질,2004-10-09,50,365,,0,,,,
항촌마을하수도,488400V08,가동중,경상남도,남해군,남면,선구리,4884035024,,,100,100,,스크린,"혐기,접촉폭기",탈인탈질,2003-04-25,60,365,,0,,,,
남해선구마을하수도,488400V33,가동중,경상남도,남해군,남면,선구리,4884035024,,,40,40,,,"혐기,접촉폭기",탈인탈질,2001-08-20,61,365,,0,,,,
사촌마을하수도,488400V10,가동중,경상남도,남해군,남면,임포리,4884035025,,,60,60,,스크린,"혐기, 폭기",탈인탈질,2008-02-28,48,365,,0,,,,
운암마을하수도,488400V26,가동중,경상남도,남해군,남면,임포리,4884035025,,,40,40,,,접촉폭기,탈인탈질,2002-01-10,61,365,,0,,,,
평산마을하수도,488400V37,가동중,경상남도,남해군,남면,평산리,4884035026,,,75,75,침전분리,,갈대수초,탈인탈질,2008-12-16,106,365,,0,,,,
유구마을하수도,488400V38,가동중,경상남도,남해군,남면,평산리,4884035026,,,50,50,,스크린,"혐기, 폭기, 무산소",탈인탈질,2008-12-16,74,365,,0,,,,
남해구미마을하수도,488400V39,가동중,경상남도,남해군,남면,덕월리,4884035027,,,50,50,침전분리,,갈대수초,탈인탈질,2012-01-01,81,365,,0,,,,
남해상가마을하수도,488400V46,신설,경상남도,남해군,남면,상가리,4884035028,,,60,60,침전분리,스크린,갈대수초,탈인탈질,2000-04-04,46,365,,0,,,,
남해양지마을하수도,488400V09,가동중,경상남도,남해군,남면,죽전리,4884035029,,,65,65,,스크린,"혐기,폭기,무산소",탈인탈질,2012-01-01,60,365,,0,,,,
남해서상마을하수도,488400V47,신설,경상남도,남해군,서면,서상리,4884036024,,,120,120,침전분리,,갈대수초,탈인탈질,2012-01-01,54,365,,0,,,,
남해대정마을하수도,488400V45,신설,경상남도,남해군,서면,서호리,4884036023,,,100,100,침전분리,스크린,갈대수초,탈인탈질,2000-02-26,50,152,,0,,,,
장항마을하수도,488400V11,가동중,경상남도,남해군,서면,서상리,4884036024,,,80,80,,,Simmar반응,탈인탈질,2005-12-29,60,365,,0,,,,
남해작장마을하수도,488400V32,가동중,경상남도,남해군,서면,작장리,4884036025,,,30,30,침전분리,스크린,접촉폭기,탈인탈질,2002-03-25,51,365,,0,,,,
차면마을하수도,488400V12,가동중,경상남도,남해군,고현면,차면리,4884037028,,,60,60,,,"혐기,접촉폭기",탈인탈질,1997-03-31,33,365,,0,,,,
남해진목마을하수도,488400V13,가동중,경상남도,남해군,설천면,진목리,4884038022,,,110,110,침전분리,스크린,갈대수초,탈인탈질,2002-01-05,74,152,,0,,,,
남해고사마을하수도,488400V14,가동중,경상남도,남해군,설천면,진목리,4884038022,,,30,30,침전분리,스크린,갈대수초,탈인탈질,2001-05-01,45,365,,0,,,,
모천마을하수도,488400V15,가동중,경상남도,남해군,설천면,문항리,4884038023,,,50,50,,스크린,생흡착,탈인탈질,1996-04-17,27,365,,0,,,,
문항마을하수도,488400V16,가동중,경상남도,남해군,설천면,문항리,4884038023,,,60,60,침전분리,,접촉폭기,탈인탈질,1996-06-07,60,365,,0,,,,
봉우마을하수도,488400V17,가동중,경상남도,남해군,설천면,금음리,4884038024,,,48,48,침전분리,,접촉폭기,탈인탈질,1996-06-03,68,365,,0,,,,
왕지마을하수도,488400V18,가동중,경상남도,남해군,설천면,문의리,4884038026,,,50,50,,스크린,Simmar반응,탈인탈질,2010-03-31,99,365,,0,,,,
금음마을하수도,488400V42,가동중,경상남도,남해군,설천면,문의리,4884038026,,,200,200,,,접촉폭기,탈인탈질,1998-04-20,47,365,,0,,,,
노량마을하수도,488400V19,가동중,경상남도,남해군,설천면,노량리,4884038027,,,80,80,,스크린,회분식,탈인탈질,1996-06-03,40,365,,0,,,,
남해월곡마을하수도,488400V20,가동중,경상남도,남해군,설천면,덕신리,4884038028,,,40,40,침전분리,스크린,접촉폭기,탈인탈질,2000-05-10,46,365,,0,,,,
냉천마을하수도,488400V21,가동중,경상남도,남해군,창선면,당항리,4884039023,,,110,110,,스크린,생흡착,탈인탈질,2003-10-13,29,365,,0,,,,
남해단항마을하수도,488400V28,가동중,경상남도,남해군,창선면,대벽리,4884039024,,,300,300,,,"혐기, 폭기",탈인탈질,2005-08-29,103,365,,0,,,,
남해당저마을하수도,488400V31,가동중,경상남도,남해군,창선면,당저리,4884039030,,,30,30,침사지,,Simmar반응,탈인탈질,2009-05-11,72,365,,0,,,,
창선수산공공하수도,488400V41,가동중,경상남도,남해군,창선면,수산리,4884039032,,,470,470,침전분리,,갈대수초,탈인탈질,1996-05-14,80,365,,0,,,,
식포마을하수도,488400V22,가동중,경상남도,남해군,창선면,가인리,4884039035,,,30,30,,,"폭기, 갈대수초",탈인탈질,2002-03-28,58,365,,0,,,,
장포마을하수도,488400V23,가동중,경상남도,남해군,창선면,진동리,4884039036,,,58,58,종합협잡물처리기,,,,,45,365,,0,0,,,
적량마을하수도,488400V24,가동중,경상남도,남해군,창선면,진동리,4884039036,,,100,100,,스크린,Simmar반응,탈인탈질,1998-02-23,77,365,,0,,,,
하동군하수분뇨처리장,488500F01,가동중,경상남도,하동군,하동읍,신기리,4885025024,,50,,50,침사지,1차침전,활성슬러지,,,100,365,,2265,2174,91,,
하동하수종말처리장,488500W01,가동중,경상남도,하동군,하동읍,신기리,4885025024,,"7,500",,"7,500",,,,,,95,365,,0,0,,,
목도마을하수도,488500V34,가동중,경상남도,하동군,하동읍,목도리,4885025025,,,60,60,,,,,2009-02-02,100,365,,0,0,,,
화심신지마을하수도,488500V45,가동중,경상남도,하동군,하동읍,화심리,4885025027,,,120,120,,침전분리,L.C 정화관,,,93,365,,0,0,,,
하동신기마을하수도,488500V04,가동중,경상남도,하동군,화개면,부춘리,4885031021,,60,,60,,침전분리,활성슬러지,,,92,365,,0,0,,,
검두마을하수도,488500V13,가동중,경상남도,하동군,화개면,부춘리,4885031021,,,50,50,,,,,,,,,,,,,
중기마을하수도,488500V12,가동중,경상남도,하동군,화개면,덕은리,4885031022,,,50,50,,생물반응조,회전원판접촉조,,,90,365,,0,0,,,
화개공공하수처리장,488500W02,가동중,경상남도,하동군,화개면,덕은리,4885031022,,,500,500,스크린,침전분리,USBF 반응조,,,90,365,,0,0,,,
가탄마을하수도,488500V15,가동중,경상남도,하동군,화개면,탑리,4885031023,,,40,40,,침전분리,L.C 정화관,,,94,365,,0,0,,,
삼신마을하수도,488500V11,가동중,경상남도,하동군,화개면,삼신리,4885031024,,70,,70,,침전분리,L.C 정화관,,,88,365,,0,0,,,
정금마을하수도,488500V14,가동중,경상남도,하동군,화개면,정금리,4885031025,,,40,40,,,,,2010-12-24,100,365,,0,0,,,
신촌2마을하수도,488500V48,가동중,경상남도,하동군,화개면,정금리,4885031025,,,45,45,스크린,침전분리,CBT 반응조,,,93,365,,0,0,,,
석문마을하수도,488500V16,가동중,경상남도,하동군,화개면,운수리,4885031026,,70,,70,,침전분리,활성슬러지,,,90,365,,0,0,,,
하동목압마을하수도,488500V23,가동중,경상남도,하동군,화개면,운수리,4885031026,,,49,49,,침전분리,L.C 정화관,,,95,365,,0,0,,,
하동용강마을하수도,488500V21,가동중,경상남도,하동군,화개면,용강리,4885031027,,100,,100,,,,,,55,365,,0,0,,,
하동모암마을하수도,488500V31,가동중,경상남도,하동군,화개면,용강리,4885031027,,,90,90,스크린,침전분리,활성슬러지,,,93,201,,0,0,,,
하동범왕마을하수도,488500V29,가동중,경상남도,하동군,화개면,범왕리,4885031028,,,49,49,,,,,,100,365,,0,0,,,
하동신흥마을하수도,488500V41,가동중,경상남도,하동군,화개면,범왕리,4885031028,,40,,40,,침전분리,L.C 정화관,,,93,365,,0,0,,,
의신마을하수도,488500V17,가동중,경상남도,하동군,화개면,대성리,4885031029,,60,,60,,,,,,100,365,,0,0,,,
하동소축마을하수도,488500V39,가동중,경상남도,하동군,악양면,축지리,4885032022,,95,,95,,,,,,100,365,,0,0,,,
하동성두마을하수도,488500V40,가동중,경상남도,하동군,악양면,신성리,4885032024,,65,,65,침사조,침전분리,활성슬러지,,,92,365,,0,0,,,
정동마을하수도,488500V06,가동중,경상남도,하동군,악양면,정동리,4885032030,,100,,100,침사조,침전분리,활성슬러지,,,93,365,,0,0,,,
정서마을하수도,488500V05,가동중,경상남도,하동군,악양면,정서리,4885032031,,100,,100,,,,,,89.4,365,,0,0,,,
하동입석마을하수도,488500V32,가동중,경상남도,하동군,악양면,입석리,4885032032,,,85,85,스크린,침전분리,SMMIAR 반응조,,,93,138,,0,0,,,
하동상하대촌마을하수도,488500V28,가동중,경상남도,하동군,악양면,봉대리,4885032033,,,100,100,,,,,,100,365,,0,0,,,
죽치마을하수도,488500V35,가동중,경상남도,하동군,적량면,동산리,4885033025,,,60,60,,침전분리,활성슬러지,,,94,365,,0,0,,,
죽전마을하수도,488500V18,가동중,경상남도,하동군,횡천면,전대리,4885034021,,20,,20,침사조,침전분리,활성슬러지,,,87,365,,0,0,,,
횡천마을하수도,488500V02,가동중,경상남도,하동군,횡천면,횡천리,4885034024,,200,,200,,,,,,90,365,,0,0,,,
상하남마을하수도,488500V36,가동중,경상남도,하동군,횡천면,남산리,4885034026,,,55,55,,,,,2011-07-06,100,365,,0,0,,,
원곡마을하수도,488500V49,가동중,경상남도,하동군,횡천면,남산리,4885034026,,,45,45,,,,,2011-04-07,100,365,,0,0,,,
선소마을하수도,488500V37,가동중,경상남도,하동군,고전면,전도리,4885035024,,,60,60,,,,,,100,365,,0,0,,,
전도마을하수도,488500V50,가동중,경상남도,하동군,고전면,전도리,4885035024,,,110,110,,,,,,95,365,,0,0,,,
계천마을하수도,488500V52,가동중,경상남도,하동군,고전면,대덕리,4885035025,,,250,250,,,,,2010-12-24,100,365,,0,0,,,
중평마을하수도,488500V51,가동중,경상남도,하동군,금남면,중평리,4885036022,,,90,90,,,,,2009-02-02,100,365,,0,0,,,
금남대치마을공공하수도,488500V43,가동중,경상남도,하동군,금남면,대치리,4885036023,,,70,70,,,,,2009-02-02,100,365,,0,0,,,
금남노량마을하수도,488500V42,가동중,경상남도,하동군,금남면,노량리,4885036024,,,400,400,침사조,침전분리,활성슬러지,,,90,365,,0,0,,,
대도마을하수도,488500V01,가동중,경상남도,하동군,금남면,대도리,4885036034,,60,,60,스크린,침전분리,CBT 반응조,,,90,241,,0,0,,,
하동사기마을하수도,488500V27,가동중,경상남도,하동군,진교면,백련리,4885037022,,,49,49,스크린,협잡물처리,SBR,,2008-01-11,100,365,,57,46.6,,10.4,
