도서관명,시도명,시군구명,도서관유형,휴관일,운영시작시각,운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자
완주군립삼례도서관,전라북도,완주군,공공도서관,일요일을 제외한 법정공휴일,08:00,22:00,106,100892,32,2750,5,20,전라북도 완주군 삼례읍 삼봉로 215-12,전라북도 완주군청,063-290-2643,4830,889,http://lib.wanju.go.kr,35.9204895,127.0930668,2015-10-12
완주군립고산도서관,전라북도,완주군,공공도서관,일요일을 제외한 법정공휴일,08:00,22:00,72,56096,31,2078,5,20,전라북도 완주군 고산면 고산로 69-13,전라북도 완주군청,063-290-2620,1653,1154,http://lib.wanju.go.kr,35.9765102,127.1234875,2015-10-12
구이모악작은도서관,전라북도,완주군,작은도서관,"법정공휴일, 일요일",09:00,18:00,30,9014,10,0,3,14,전라북도 완주군 구이면 구이로 1482 구이주민자치센터2층,전라북도 완주군청,063-223-4167,,76,http://lib.wanju.go.kr,35.7318696,127.1207579,2015-10-12
이서배꽃뜰작은도서관,전라북도,완주군,작은도서관,"법정공휴일, 일요일",09:00,18:00,30,10763,10,0,3,14,전라북도 완주군 이서면 이서로 55 이서주민자치센터 2층,전라북도 완주군청,063-224-5122,,145,http://lib.wanju.go.kr,35.8206471,127.0224162,2015-10-12
이서별마루작은도서관,전라북도,완주군,작은도서관,"법정공휴일, 일요일",09:00,18:00,30,5000,10,0,3,14,전라북도 완주군 이서면 이서로 갈산1로 71,전라북도 완주군청,063-222-1919,,,http://lib.wanju.go.kr,35.8382262,127.0531788,2015-10-12
상관기찻길작은도서관,전라북도,완주군,작은도서관,"법정공휴일, 일요일",09:00,18:00,30,10032,10,0,3,14,전라북도 완주군 상관면 신리로49 주민자치센터,전라북도 완주군청,063-231-3200,,192,http://lib.wanju.go.kr,35.7702304,127.2070102,2015-10-12
소양철쭉작은도서관,전라북도,완주군,작은도서관,"법정공휴일, 일요일",09:00,18:00,30,7357,10,0,3,14,전라북도 완주군 소양면 소양로 194 소양주민자치센터 1층,전라북도 완주군청,063-247-8866,,155,http://lib.wanju.go.kr,35.8546744,127.2281843,2015-10-12
화산골작은도서관,전라북도,완주군,작은도서관,"법정공휴일, 일요일",09:00,18:00,30,4924,10,0,3,14,전라북도 완주군 화산면 화산로 830-14 화산면사무소 2층,전라북도 완주군청,063-263-1199,,138,http://lib.wanju.go.kr,36.0356446,127.2035449,2015-10-12
경천애인작은도서관,전라북도,완주군,작은도서관,"법정공휴일, 일요일",09:00,18:00,30,2940,10,0,3,14,전라북도 완주군 경천면 갱금길 29-9,전라북도 완주군청,063-262-2987,,75,http://lib.wanju.go.kr,36.0218744,127.2475364,2015-10-12
행복미소작은도서관,경상남도,산청군,작은도서관,국가지정공휴일,09:00,18:00,15,9408,1,0,5,7,경상남도 산청군 신안면 원지로4번길 36,경상남도 산청군청,055-970-7449,,105,,35.3013858184,127.974461118,2016-08-12
선비마을작은도서관,경상남도,산청군,작은도서관,국가지정공휴일,09:00,18:00,12,5649,0,0,7,7,경상남도 산청군 시천면 남명로234번길 31,경상남도 산청군청,055-974-0190,,69,,35.2761331412,127.844786744,2016-08-12
칠곡군립도서관,경상북도,칠곡군,공공도서관,매주금요일 및 국가지정공휴일,9:00,22:00,400,55742,42,2293,5,14,경상북도 칠곡군 왜관읍 달오1길 6-7,경상북도 칠곡군청,054-979-6700,2449,1358,www.chilgoklib.or.kr,35.9756011,128.3974915,2015-09-01
석적도서관,경상북도,칠곡군,공공도서관,매주월요일 및 국가지정공휴일,9:00,22:00,130,42920,41,807,5,14,경상북도 칠곡군 석적읍 남중리2길 25,경상북도 칠곡군청,054-973-1127,2166,423,www.chilgoklib.or.kr,36.0745255,128.4091609,2015-09-01
북삼도서관,경상북도,칠곡군,공공도서관,매주월요일 및 국가지정공휴일,9:00,22:00,240,46265,45,1153,5,14,경상북도 칠곡군 북삼읍 인평2길 2,경상북도 칠곡군청,054-973-1125,680,582,www.chilgoklib.or.kr,36.0627711,128.3418301,2015-09-01
동명작은도서관,경상북도,칠곡군,작은도서관,매주일/월요일 및 국가지정공휴일,9:00,18:00,60,3869,10,0,5,14,경상북도 칠곡군 동명면 금암중앙길 56,경상북도 칠곡군청,054-974-8219,266.5,266.5,www.chilgoklib.or.kr,35.9699038,128.5200773,2015-09-01
사상도서관,부산광역시,사상구,공공도서관,매주월요일,09:00,22:00,95,110927,55,10539,5,14,부산광역시 사상구 덕상로72번길 9(덕포동),부산광역시 사상구청,051-310-7971,6634,3650.93,http://library.sasang.go.kr,35.1781087,128.9897885,2016-06-09
고맙습니다 보물섬 작은도서관,부산광역시,사상구,작은도서관,매주 일요일,09:00,18:00,81,13761,0,0,3,14,부산광역시 사상구 모라로 110번길 129 모라종합사회복지관 2층,박영규(모라종합사회복지관),051-304-9876,,218.7,,,,2016-06-09
꿈꾸는 작은도서관,부산광역시,사상구,작은도서관,"매주월,수요일",10:00,16:00,12,1200,0,0,0,0,"부산광역시 사상구 새벽로202번길 53, 2층",이순희,051-312-1567,,49.8,,,,2016-06-09
늘소망 작은도서관,부산광역시,사상구,작은도서관,"매주 토,일요일",10:00,18:00,15,3600,0,0,0,0,부산광역시 사상구 냉정로 4번길 17,대한예수교장로회 늘소망교회,051-316-8026,,44.59,,,,2016-06-09
다문화도서관,부산광역시,사상구,작은도서관,"매주 토,일요일",09:00,18:00,28,3500,0,0,3,21,"부산광역시 사상구 사상로 448, 부산은행 3층",(사)이주민과함께/부산외국인근로자지원센터,051-900-0900,,297,,,,2016-06-09
모라1동 작은도서관,부산광역시,사상구,작은도서관,매주 일요일,09:00,18:00,40,10254,0,0,3,14,부산광역시 사상구 사상로 483,모라1동 작은도서관 운영위원회 남정선,051-310-3252,,160.41,,,,2016-06-09
사상 작은도서관,부산광역시,사상구,작은도서관,매주 일요일,09:00,21:00,25,13400,0,0,3,14,부산광역시 사상구 새벽로 168번길 61,사상구청 문화홍보과,051-310-3242,,514.48,,,,2016-06-09
엄궁 쌈지 작은도서관,부산광역시,사상구,작은도서관,매주 일요일,09:00,18:00,16,10997,0,0,3,14,부산광역시 사상구 엄궁북로 15,엄궁작은도서관자치운영위원회,051-310-3221,,84,,,,2016-06-09
열린 작은도서관,부산광역시,사상구,작은도서관,"매주 토,일요일",10:00,18:00,6,1450,0,0,0,0,부산광역시 사상구 사상로 309번길62,서미돌,051-305-7069,,33,,,,2016-06-09
좋은씨앗 작은도서관,부산광역시,사상구,작은도서관,"매주 토,일요일",10:00,16:00,12,1000,0,0,2,14,"부산광역시 사상구 가야대로 397, 2층",안은선,070-8246-2924,,45.07,,,,2016-06-09
주례쌈지작은도서관,부산광역시,사상구,작은도서관,매주 일요일,09:00,18:00,30,13188,0,0,3,14,부산광역시 사상구 주례로 116,주례쌈지 작은도서관 운영위원회 백승렬,051-310-3345,,82.2,,,,2016-06-09
책누리작은도서관,부산광역시,사상구,작은도서관,"매주 토,일요일",10:00,16:00,24,9039,0,0,0,0,"부산광역시 사상구 엄궁로 154, 엄궁대림아파트 관리실 내",책누리 도서관 운영위원회,051-323-9115,,99,,,,2016-06-09
포도송이 작은도서관,부산광역시,사상구,작은도서관,"매주 토,일요일",10:00,16:00,10,1400,0,0,2,14,"부산광역시 사상구 광장로56번길 67, 501,502호",박정은,070-4100-0191,,48,,,,2016-06-09
한울타리 작은도서관,부산광역시,사상구,작은도서관,"매주 토,일요일",10:00,16:00,10,1400,0,0,0,0,부산광역시 사상구 사상로 202번길 48,백형복,051-322-2833,,33,,,,2016-06-09
함께 작은도서관,부산광역시,사상구,작은도서관,"매주 토,일요일",10:00,17:00,12,1200,0,0,0,0,"부산광역시 사상구 운산로 112, 4층",비영리법인 '함께' 유광숙,051-311-0886,,76.2,,,,2016-06-09
함께하는 작은도서관,부산광역시,사상구,작은도서관,"매주월,일요일",10:00,16:00,12,1300,0,0,2,24,"부산광역시 사상구 백양대로 887-26, 함께하는 교회",최상구,051-949-5476,,76.2,,,,2016-06-09
햇살나무작은도서관,부산광역시,사상구,작은도서관,"매주 토,일요일",10:00,17:00,40,9400,0,0,2,14,부산광역시 사상구 모라로110번길 29 3층,부산여성회 김선희,051-312-1391,,132,,,,2016-06-09
화가마을 작은도서관,부산광역시,사상구,작은도서관,"매주 토,일요일",11:00,16:00,8,1100,0,0,0,0,"부산광역시 사상구 낙동대로1210번길 34, 상가동-403호",이경순,051-313-7213,,39.2,,,,2016-06-09
화순열린도서관,전라남도,화순군,공공도서관,"매주 월요일, 1월1일 ,설, 추석",9:00,22:00,300,42184 ,17,807,5,14,전라남도 화순군 화순읍 광덕로 231,전라남도 화순군청,061-373-3955,"5,222",1556,http://www.hslib.kr,35.0655124,126.9917538,2015-08-31
능주면민도서관,전라남도,화순군,작은도서관,"매주 월요일, 법정공휴일",9:00,22:00,36,1209 ,0,0,3,14,전라남도 화순군 능주면 정암길 90,전라남도 화순군청,061-372-2445,839.49,218.24,-,34.9890688,126.9575585,2015-08-18
세빛도서관,전라남도,화순군,작은도서관,없음,7:00,18:00,20,2500 ,1,0,3,14,전라남도 화순군 화순읍 갱정길 16(세빛교회),세빛도서관,061-375-1009,-,109,-,35.0647639,126.9940659,2015-01-01
화순작은도서관,전라남도,화순군,작은도서관,"매주 일요일, 월요일",13:00,18:00,10,3000 ,3,0,3,14,전라남도 화순군 동면 언동1길 82,화순작은도서관,061-371-9122,-,60,-,35.0430302,127.0317411,2015-01-01
다사랑작은도서관,전라남도,화순군,작은도서관,매주 일요일,8:00,18:00,30,3617 ,3,0,3,14,전라남도 화순군 화순읍 진각로 125(2층),다사랑작은도서관,061-371-0191,-,66,-,35.062381,126.9858847,2015-01-01
지혜샘어린이문고,전라남도,화순군,작은도서관,"매주 토요일,일요일",9:00,17:00,10,1500 ,0,0,3,14,전라남도 화순군 화순읍 중앙로 133(시온교회),지혜샘어린이문고,061-375-3004,-,38,-,35.0604876,126.9961312,2015-01-01
늘푸른작은도서관,전라남도,화순군,작은도서관,없음,10:00,17:00,20,3282 ,2,0,3,14,전라남도 화순군 능주면 학포로 2235-3(늘푸른교회),늘푸른작은도서관,061-371-9115,-,66,-,35.013108,126.95205,2015-01-01
화순중앙도서관,전라남도,화순군,작은도서관,매주 월요일,10:00,18:00,28,2554 ,3,0,3,14,전라남도 화순군 화순읍 매화동길 24-1(중앙교회),화순중앙도서관,061-373-8291,-,41,-,35.0578317,126.9773981,2015-01-01
꿈나무도서관,전라남도,화순군,작은도서관,매주 월요일,9:00,17:00,24,2500 ,0,0,3,14,전라남도 화순군 화순읍 칠충로 146(중부교회),꿈나무도서관,061-374-1004,-,66,-,35.0614303,126.984385,2015-01-01
빛나라도서관,전라남도,화순군,작은도서관,없음,9:00,18:00,22,3600 ,34,0,3,14,전라남도 화순군 화순읍 오성로 519-12(신실한교회),빛나라도서관,061-375-1047,-,46.9,-,35.0539587,126.9654276,2015-01-01
한천하누리작은도서관,전라남도,화순군,작은도서관,"매주 월요일, 화요일",15:00,20:00,8,1000 ,0,0,3,14,전라남도 화순군 한천면 한계2길 14,한천하누리작은도서관,061-373-0055,-,94.5,-,34.9759513,126.998225,2015-01-01
해망마을도서관,전라남도,화순군,작은도서관,매주 일요일,14:00,17:00,30,1200 ,0,0,3,14,전라남도 화순군 도암면 아내미길 7,해망마을도서관,061-373-9937,-,116.41,-,34.9643822,126.8889739,2015-01-01
달빛 작은도서관,전라남도,화순군,작은도서관,"매주 일요일, 월요일",13:00,17:00,30,2500 ,0,0,3,14,전라남도 화순군 화순읍 일심3길 10(2층) [월광교회],달빛 작은도서관,061-379-3957,-,78.72,-,35.0560654,126.9934826,2015-01-01
마중물 작은도서관,전라남도,화순군,작은도서관,"매주 토요일,일요일",13:00,19:00,12,1200 ,0,0,3,14,전라남도 화순군 화순읍 정곡로 25-5 [화순명성교회],마중물 작은도서관,061-379-3957,-,36.35,-,35.0504192,126.9603944,2015-01-01
안심 작은도서관,전라남도,화순군,작은도서관,매주 목요일,14:00,17:00,25,2500 ,0,0,3,14,전라남도 화순군 이서면 안심길 26,안심 작은도서관,061-379-3957,-,63,-,35.106199,127.0420849,2015-01-01
잠정햇살마을도서관,전라남도,화순군,작은도서관,매주 월요일,15:00,22:00,39,1150 ,0,0,3,14,전라남도 화순군 능주면 잠정햇살길 20(잠정햇살마을),잠정햇살마을도서관,061-379-3957,-,86.2,-,34.9828193,126.9590842,2015-01-01
능성예절도서관,전라남도,화순군,작은도서관,없음,10:00,17:00,15,1500 ,0,0,3,14,전라남도 화순군 능주면 교촌길 36(능주향교),능성예절도서관,061-379-3957,-,50.8,-,34.9895869,126.9513476,2015-01-01
대구광역시립중앙도서관,대구광역시,중구,공립공공도서관,"매달2,4째 월요일",07:00,22:00,1169 ,579401 ,99,81509 ,10,15,대구광역시 중구 공평로10길 25 (동인동2가),시교육청,053-231-2000,,"10,181",http://www.tglnet.or.kr/,35.8679243,128.6017942,2016-06-20
대구광역시립대봉도서관,대구광역시,중구,공립공공도서관,"매달1,3째 월요일",07:00,22:00,768,208037 ,45,20561 ,5,15,대구광역시 중구 대봉로 210 (대봉동),시교육청,053-231-2877,,"5,091",http://www.dblib.daegu.kr/,35.8574982,128.6024165,2016-06-20
대구광역시립중앙도서관달성분관,대구광역시,중구,공립공공도서관(분관),"매달 2,4째 월요일",07:00,19:00,56,12000 ,6,510,5,15,대구광역시 중구 달성로21길 64 (달성동),시교육청,053-231-2068,,191,없음,35.8760011,128.5795453,2016-06-20
대구광역시청작은도서관,대구광역시,중구,공립작은도서관,"공휴일, 토,일",09:00,19:00,40,42266 ,52,0,5,10,대구광역시 중구 공평로 83 (동문동),시청,053-803-5681,,225,http://lib.daegu.go.kr/,35.8714956,128.6005631,2016-06-20
중구청 교양정보실,대구광역시,중구,공립작은도서관,"토,일",09:00,18:00,8,17544 ,6,0,3,10,대구광역시 중구 국채보상로139길 1 (동인동2가) 5층,중구청,053-661-2146,,102,없음,35.8692686,128.6063004,2016-06-20
중구청소년문화의집 작은도서관,대구광역시,중구,공립작은도서관,월,09:00,21:00,8,2790 ,0,0,0,0,대구광역시 중구 봉산문화길 40 (봉산동),중구청,053-661-2534,,89,없음,35.8618675,128.5979158,2016-06-20
남산4동작은도서관,대구광역시,중구,공립작은도서관,"토,일",09:00,18:00,12,5483 ,4,0,3,10,대구광역시 중구 남산로1길 42 (남산동) 2층,중구청,053-661-3752,,49,없음,35.8581741,128.5804975,2016-06-20
동인 느티나무 도서관,대구광역시,중구,공립작은도서관,일,09:00,19:00,40,4668 ,5,0,2,7,대구광역시 중구 동덕로38길 47 (동인동3가),중구청,053-661-3325,,176,http://zelkovabooks.blog.me/,35.8712358,128.6071962,2016-06-20
대구광역시 중구 영어도서관,대구광역시,중구,공립작은도서관,-,10:00,19:00,20,13718 ,8,3096 ,3,14,대구광역시 중구 달구벌대로440길 27 (대봉동) 2층 영어도서관,중구청,053-661-3961,,353,http://djel.jung.daegu.kr/,35.8615284,128.6043477,2016-06-20
대신동 작은도서관,대구광역시,중구,공립작은도서관,"토,일",09:00,18:00,25,5159 ,6,0,3,14,대구광역시 중구 달구벌대로389길 50 (대신동),중구청,053-661-3673,,106,없음,35.8655561,128.5762489,2016-06-20
성지문고,대구광역시,중구,사립작은도서관,월,09:00,17:00,70,2184 ,0,0,5,15,대구광역시 중구 명덕로65길 10 (대봉동),성지교회,053-422-4856,,132,없음,35.8557711,128.6052731,2016-06-20
남산그린 새마을문고,대구광역시,중구,사립작은도서관,화목토일,15:00,17:00,30,2200 ,1,0,3,7,"대구광역시 중구 달구벌대로 1950(남산동, 남산그린타운아파트) 106동 2층",남산그린아파트,070-8977-8998,,105,없음,35.8622581,128.5773121,2016-06-20
남산휴먼시아 1단지 주민문고,대구광역시,중구,사립작은도서관,-,09:00,18:00,6,2860 ,1,0,999,7,"대구광역시 중구 달구벌대로 1960 (남산동, 남산휴먼시아1단지아파트) 104동 1층",남산휴먼시아1단지,053-257-8600,,35,없음,35.8626811,128.5785521,2016-06-20
남산기독교종합사회복지관 작은도서관,대구광역시,중구,사립작은도서관,일,09:00,20:00,40,3779 ,0,0,3,7,대구광역시 중구 관덕정길 16 (남산동),남산기독사회복지관,053-257-1244,,94,없음,35.8650976,128.5907918,2016-06-20
남산휴먼시아 2단지 마을도서관,대구광역시,중구,사립작은도서관,월화목토일,15:00,17:00,35,5000 ,3,0,999,7,"대구광역시 중구 달구벌대로 1970 (남산동, 남산휴먼시아2단지아파트) 203동 1층",남산휴먼시아2단지,053-427-2425,,99,없음,35.8633681,128.5802521,2016-06-20
남산다락골 작은도서관,대구광역시,중구,사립작은도서관,일,09:00,18:00,34,11051 ,5,0,10,7,대구광역시 중구 남산로4길 112 (남산동)  천주교대구대교구청 여성교육관 교육원 다동 1층,천주교대구대교구청,053-254-6115,,48,없음,35.8606251,128.5869771,2016-06-20
공감 작은도서관,대구광역시,중구,사립작은도서관,-,10:00,19:00,30,2200 ,4,25,0,0,"대구광역시 중구 중앙대로 79길32, 2층",공감게스트하우스,070-8915-8991,,40,없음,35.8692151,128.5919201,2016-06-20
고맙습니다 이삭 작은도서관,대구광역시,중구,사립작은도서관,토일,10:00,19:00,24,3600 ,12,0,3,150,대구광역시 중구 국채보상로 541 5층,대구YMCA,053-422-2100,,181,없음,35.8706161,128.5898651,2016-06-20
남산 책나무 작은도서관,대구광역시,중구,사립작은도서관,일,10:00,18:00,32,5500 ,1,0,0,0,대구광역시 중구 남산로 61 (남산동) 2층,남산책나무,053-257-4005,,188,없음,35.8620606,128.5821275,2016-06-20
이음 작은도서관,대구광역시,중구,사립작은도서관,목금일,12:30,18:30,30,1000 ,2,0,0,0,대구광역시 중구 중앙대로 61길 63,대구문화예술창작소,053-219-4033,,42,없음,35.8609544,128.5886647,2016-06-20
동네작은도서관,대구광역시,중구,사립작은도서관,월,10:00,18:00,20,2623 ,0,22,0,0,대구광역시 중구 국채보상로150길 25 (동인동4가),주사랑교회,070-8624-9135,,49.5,없음,35.8671601,128.611518,2016-06-20
경상북도립봉화공공도서관,경상북도,봉화군,공공도서관,"매월 마지막주 월요일, 국가지정공휴일",09:00,18:00,300,69912,118,4938,5,14,경상북도 봉화군 봉화읍 내성로3길 6,경상북도교육청,054-673-0973,1022.64,349.8,http://www.bhlib.or.kr,36.8884171,128.7399894,2016-05-27
수성구립범어도서관,대구광역시,수성구,공공도서관,"매주월요일, 국가지정공휴일",09:00,22:00,698,102117,172,102117,5,15,대구광역시 수성구 달구벌대로 2461,(재)수성문화재단,053-668-1600,5965,6904,http://library.suseong.kr/beomeo,35.8597480,128.6307250,2015-09-23
수성구립고산어린이도서관,대구광역시,수성구,공공도서관,"매주 일요일, 국가지정공휴일",13:00,21:00,75,34205,14,13,5,15,대구광역시 수성구 고산로 101 시지이마트 지하1층,(재)수성문화재단,056-666-2190,317,317,http://library.suseong.kr/beomeo/library/03.htm,35.8402730,128.7040750,2015-09-23
수성구립사월역작은도서관,대구광역시,수성구,작은도서관,"매주 일요일, 국가지정공휴일",12:00,20:00,21,7217,6,0,5,15,대구광역시 수성구 달구벌대로 지하3290,(재)수성문화재단,053-792-8582,60,60,http://library.suseong.kr/beomeo/library/05.htm,35.8375870,128.7160500,2015-09-23
용학도서관,대구광역시,수성구,공공도서관,"매주월요일, 국가지정공휴일",09:00,22:00,409,102353,532,3362,5,15,대구광역시 수성구 지범로 41길 36(범물동),(재)수성문화재단,053-668-1700,1720.4,4515.9,http://library.suseong.kr/yonghak/,35.8212530,128.6461280,2015-09-23
책숲길도서관,대구광역시,수성구,공공도서관,"매주 일요일, 국가지정공휴일",09:00,18:00,125,34522,317,0,5,15,대구광역시 수성구 수성로 213(중동),(재)수성문화재단,053-666-4383,,477,http://library.suseong.kr/yonghak/library/02.htm,35.8449830,128.6119520,2015-09-23
물망이도서관,대구광역시,수성구,공공도서관,"매주 일요일, 국가지정공휴일",09:00,18:00,51,24451,88,0,5,15,대구광역시 수성구 명덕로 443-2(수성동3가),(재)수성문화재단,053-666-4390,,307,http://library.suseong.kr/yonghak/library/01.htm,35.8547440,128.6190270,2015-09-23
파동도서관,대구광역시,수성구,공공도서관,"매주 일요일, 국가지정공휴일",09:00,18:00,90,16028,123,0,5,15,대구광역시 수성구 파동로 3길 62,(재)수성문화재단,053-668-1801,,411.85,http://library.suseong.kr/yonghak/library/04.htm,35.8104380,128.6182660,2015-09-23
장성군립중앙도서관,전라남도,장성군,공공도서관,매주 금요일,9:00,19:00,100,100333 ,50,9516 ,5,14,전라남도 장성군 장성읍 문화로 110,전라남도 장성군청,061-393-7900,"57,918","2,925",www.jsah.net,35.3033096,126.7674064,2015-08-31
장성군립삼계도서관,전라남도,장성군,공공도서관,매주 금요일,9:00,19:00,60,14678 ,22,0,5,14,전라남도 장성군 삼계면 영장로 1585,전라남도 장성군청,061-395-4100,"2,395",627.36,www.jsah.net,35.2577251,126.6609865,2015-08-31
장성군립북이도서관,전라남도,장성군,공공도서관,매주 금요일,9:00,19:00,40,14208 ,25,0,5,14,전라남도 장성군 북이면 백양로 13,전라남도 장성군청,061-395-4200,"3,255",609.3,www.jsah.net,35.4297421,126.8104897,2015-08-31
연수청학도서관,인천광역시,연수구,공공도서관,"매주 월요일, 국가지정공휴일",7:00,22:00,400,67086 ,99,1492 ,5,15,인천광역시 연수구 솔샘로 146,인천광역시 연수구청,032-749-8270,1298.2,"2,645.36",http://www.yspubliclib.go.kr,37.4255593,126.6609502,2015-08-31
연수어린이도서관,인천광역시,연수구,어린이도서관,"매주 월요일, 국가지정공휴일",10:00,18:00,30,64645 ,21,8842 ,5,15,인천광역시 연수구 먼우금로 164,인천광역시 연수구청,032-749-8200,1334.6,"1,775",http://www.yspubliclib.go.kr,37.4122578,126.6747411,2015-08-31
송도국제어린이도서관,인천광역시,연수구,어린이도서관,"매주 월요일, 국가지정공휴일",10:00,18:00,200,61400 ,27,8475 ,5,15,인천광역시 연수구 컨벤시아대로 43,인천광역시 연수구청,032-749-8220,908,"1,702.61",http://www.yspubliclib.go.kr,37.3970268,126.6548818,2015-08-31
옥련1동작은도서관,인천광역시,연수구,작은도서관,"매주 토요일, 매주 일요일, 국가지정공휴일",10:00,18:00,34,14507 ,0,0,5,15,인천광역시 연수구 비류대로 186번길 14 옥련1동 주민센터 2층,인천광역시 연수구청,032-749-6026,310,1647.44,http://www.yspubliclib.go.kr,37.4273352,126.6550785,2015-08-31
옥련2동어린이작은도서관,인천광역시,연수구,작은도서관,"매주 일요일, 국가지정공휴일",10:00,18:00,100,36602 ,10,0,5,15,인천광역시 연수구 옥련로 10 옥련2동 주민센터 5층,인천광역시 연수구청,032-749-6084,322,1625,http://www.yspubliclib.go.kr,37.4232577,126.6479221,2015-08-31
연수2동작은도서관,인천광역시,연수구,작은도서관,"매주 일요일, 국가지정공휴일",10:00,18:00,60,11623 ,0,0,5,15,인천광역시 연수구 원인재로 158 3층,인천광역시 연수구청,032-749-6244,344,1568.96,http://www.yspubliclib.go.kr,37.4116297,126.6818255,2015-08-31
송도2동작은도서관,인천광역시,연수구,작은도서관,"매주 일요일, 국가지정공휴일",10:00,18:00,60,11566 ,0,0,5,15,인천광역시 연수구 신송로 248 송도2동 주민센터 4층,인천광역시 연수구청,032-749-6595,175,1299.5,http://www.yspubliclib.go.kr,37.3954874,126.6521599,2015-08-31
삼매봉도서관,제주특별자치도,서귀포시,공공도서관,매주목요일,08:00,24:00,211,"88,447",25,"3,106",5,15,제주특별자치도 서귀포시 남성중로153번길 15,서귀포시,064-733-1524,"13,189","1,624",http://lib.jeju.go.kr,33.2446563,126.5517975,2015-08-20
중앙도서관,제주특별자치도,서귀포시,공공도서관,매주화요일,08:00,24:00,606,"87,600",28,"6,995",5,15,제주특별자치도 서귀포시 김정문화로 32,서귀포시,064-739-1516,"20,882","3,394",http://lib.jeju.go.kr,33.2511814,126.508187,2015-08-20
동부도서관,제주특별자치도,서귀포시,공공도서관,매주수요일,08:00,24:00,183,"54,778",28,"5,440",5,15,제주특별자치도 서귀포시 일주동로 8232,서귀포시,064-767-1524,"9,985","1,372",http://lib.jeju.go.kr,33.2622673,126.6088075,2015-08-20
서부도서관,제주특별자치도,서귀포시,공공도서관,매주월요일,08:00,24:00,202,"44,511",24,"1,544",5,15,제주특별자치도 서귀포시 중문관광로 346,서귀포시,064-760-3714,"7,927","1,300",http://lib.jeju.go.kr,33.251047,126.4317627,2015-08-20
기적의도서관,제주특별자치도,서귀포시,공공도서관,매주월요일,08:00,24:00,280,"56,197",27,"2,402",5,14,제주특별자치도 서귀포시 일주동로 8593,서귀포시,064-732-3251,"16,190",911,http://lib.jeju.go.kr,33.2541844,126.5704175,2015-08-20
안덕산방도서관,제주특별자치도,서귀포시,공공도서관,매주금요일,08:00,22:00,150,"63,378",28,"3,996",5,15,제주특별자치도 서귀포시 안덕면 화순서서로 44,서귀포시,064-794-2489,"3,306","1,838",http://lib.jeju.go.kr,33.2550122,126.3307261,2015-08-20
표선도서관,제주특별자치도,서귀포시,공공도서관,매주금요일,08:00,22:00,382,"65,136",25,"2,647",5,15,제주특별자치도 서귀포시 표선면 표선백사로110번길 17-10,서귀포시,064-787-5488,"5,840","1,926",http://lib.jeju.go.kr,33.3237558,126.8385045,2015-08-20
성산일출도서관,제주특별자치도,서귀포시,공공도서관,매주금요일,08:00,22:00,380,"72,183",27,"9,529",5,15,제주특별자치도 서귀포시 성산읍 고성오조로 133,서귀포시,064-783-4227,"7,007","2,115",http://lib.jeju.go.kr,33.4556878,126.9122073,2015-08-20
보목꿈터,제주특별자치도,서귀포시,작은도서관,매주 일/월,13:00,18:00,28,"13,560",0,0,3,14,제주특별자치도 서귀포시 칠십리로 483-1 (보목동),보목마을회,064-732-3506,114,114,,33.2417595,126.6024779,2015-08-20
상창바람소리,제주특별자치도,서귀포시,작은도서관,매주 목/일,17:00,21:00,20,"4,930",0,0,3,14,제주특별자치도 서귀포시 안덕면 한창로 102,상창리마을회,064-794-6045,200,200,,33.2723236,126.3661767,2015-08-20
삼달리,제주특별자치도,서귀포시,작은도서관,매주 수,13:00,18:00,20,"3,367",0,0,3,14,제주특별자치도 서귀포시 성산읍 삼달로 208,삼달1리마을회,064-781-8060,111,111,,33.3800166,126.8613421,2015-08-20
동광해바른,제주특별자치도,서귀포시,작은도서관,매주 금/토,17:00,21:00,40,"4,932",0,0,3,14,제주특별자치도 서귀포시 안덕면 동광로 126,동광리마을회,064-794-2287,189,189,,33.3042134,126.3517393,2015-08-20
세화2리갯머리,제주특별자치도,서귀포시,작은도서관,매주 수/일,13:00,18:00,50,"3,040",0,0,3,14,제주특별자치도 서귀포시 표선면 일주동로 6276,세화2리마을회,064-787-3420,156,156,,33.3070253,126.8014195,2015-08-20
신례1리예촌,제주특별자치도,서귀포시,작은도서관,매주 수/일,15:00,20:00,29,"3,795",0,0,3,14,제주특별자치도 서귀포시 남원읍 신례중앙로 37,신례1리마을회,064-767-5200,205,205,,33.2880911,126.6271158,2015-08-20
중앙꿈쟁이,제주특별자치도,서귀포시,작은도서관,매주 월,13:00,20:00,50,"6,494",0,0,3,14,제주특별자치도 서귀포시 동문동로 27 (서귀동),중앙동,070-4548-1409,205,205,,33.2507152,126.5651902,2015-08-20
온평열운이,제주특별자치도,서귀포시,작은도서관,매주 수/금,13:30,18:00,22,"3,140",0,0,3,14,제주특별자치도 서귀포시 성산읍 온평애향로 23번길 6,온평마을회,064-782-8057,165,165,,33.4081349,126.9002373,2015-08-20
